card_id;mtr_code;ksm_code;item_type;subtype;name;designation;dn;outer_diameter;wall_thickness;d1;d2;angle;pn;steel_grade;strength_class;medium;medium_compatibility_status;h2s_confirmed;co2_confirmed;inner_coating;outer_coating;climate_version;gost_tu;standard;stock_qty;unit;synthetic
SYN-REG-CARD-000122;MTR-SYN-REG-000122;KSM-SYN-REG-000122;труба;электросварная спиральношовная;Труба электросварная спиральношовная 426x10 09Г2С;Труба электросварная спиральношовная 426x10 09Г2С;400;426;10;;;;100;09Г2С;К48;газ с H2S и CO2;requires_tu_lnd_passport;;;True;False;УХЛ;ГОСТ 20295-85;ГОСТ 20295-85;33;pcs;True
SYN-REG-CARD-000123;MTR-SYN-REG-000123;KSM-SYN-REG-000123;труба;электросварная прямошовная;Труба электросварная прямошовная 1020x16 09ГСФ;Труба электросварная прямошовная 1020x16 09ГСФ;1000;1020;16;;;;16;09ГСФ;К52;газ с H2S;requires_tu_lnd_passport;;;True;True;У;ГОСТ 20295-85;ГОСТ 20295-85;52;pcs;True
SYN-REG-CARD-000124;MTR-SYN-REG-000124;KSM-SYN-REG-000124;труба;электросварная прямошовная;Труба электросварная прямошовная 530x10 09ГСФ;Труба электросварная прямошовная 530x10 09ГСФ;500;530;10;;;;63;09ГСФ;К42;газ с CO2;requires_tu_lnd_passport;;;;;ХЛ;ГОСТ 20295-85;ГОСТ 20295-85;56;pcs;True
SYN-REG-CARD-000125;MTR-SYN-REG-000125;KSM-SYN-REG-000125;труба;электросварная спиральношовная;Труба электросварная спиральношовная 720x12 13ХФА;Труба электросварная спиральношовная 720x12 13ХФА;700;720;12;;;;100;13ХФА;К42;газ с CO2;requires_tu_lnd_passport;;;True;True;УХЛ;ГОСТ 20295-85;ГОСТ 20295-85;2;pcs;True
SYN-REG-CARD-000126;MTR-SYN-REG-000126;KSM-SYN-REG-000126;труба;электросварная спиральношовная;Труба электросварная спиральношовная 630x12 13ХФА;Труба электросварная спиральношовная 630x12 13ХФА;600;630;12;;;;16;13ХФА;К52;техническая вода;requires_project_and_passport;;;False;True;У;ГОСТ 20295-85;ГОСТ 20295-85;25;pcs;True
SYN-REG-CARD-000127;MTR-SYN-REG-000127;KSM-SYN-REG-000127;труба;электросварная спиральношовная;Труба электросварная спиральношовная 720x12 13ХФА;Труба электросварная спиральношовная 720x12 13ХФА;700;720;12;;;;160;13ХФА;К42;природный газ;requires_project_and_passport;;;True;True;У;ГОСТ 20295-85;ГОСТ 20295-85;15;pcs;True
SYN-REG-CARD-000128;MTR-SYN-REG-000128;KSM-SYN-REG-000128;труба;электросварная спиральношовная;Труба электросварная спиральношовная 720x12 20;Труба электросварная спиральношовная 720x12 20;700;720;12;;;;16;20;К42;газ с CO2;requires_tu_lnd_passport;;;True;True;УХЛ;ГОСТ 20295-85;ГОСТ 20295-85;73;pcs;True
SYN-REG-CARD-000129;MTR-SYN-REG-000129;KSM-SYN-REG-000129;труба;электросварная прямошовная;Труба электросварная прямошовная 219x8 09ГСФ;Труба электросварная прямошовная 219x8 09ГСФ;200;219;8;;;;100;09ГСФ;К48;газ с H2S;requires_tu_lnd_passport;;;True;False;У;ГОСТ 20295-85;ГОСТ 20295-85;15;pcs;True
SYN-REG-CARD-000130;MTR-SYN-REG-000130;KSM-SYN-REG-000130;труба;электросварная спиральношовная;Труба электросварная спиральношовная 820x14 09Г2С;Труба электросварная спиральношовная 820x14 09Г2С;800;820;14;;;;25;09Г2С;К52;газ с H2S;requires_tu_lnd_passport;;;;True;У;ГОСТ 20295-85;ГОСТ 20295-85;80;pcs;True
SYN-REG-CARD-000131;MTR-SYN-REG-000131;KSM-SYN-REG-000131;труба;электросварная спиральношовная;Труба электросварная спиральношовная 720x12 13ХФА;Труба электросварная спиральношовная 720x12 13ХФА;700;720;12;;;;16;13ХФА;К52;газ с CO2;requires_tu_lnd_passport;;;True;;УХЛ;ГОСТ 20295-85;ГОСТ 20295-85;73;pcs;True
SYN-REG-CARD-000132;MTR-SYN-REG-000132;KSM-SYN-REG-000132;труба;электросварная прямошовная;Труба электросварная прямошовная 530x10 09Г2С;Труба электросварная прямошовная 530x10 09Г2С;500;530;10;;;;160;09Г2С;К52;газ с H2S и CO2;requires_tu_lnd_passport;;;;True;ХЛ;ГОСТ 20295-85;ГОСТ 20295-85;16;pcs;True
SYN-REG-CARD-000133;MTR-SYN-REG-000133;KSM-SYN-REG-000133;труба;электросварная спиральношовная;Труба электросварная спиральношовная 720x12 13ХФА;Труба электросварная спиральношовная 720x12 13ХФА;700;720;12;;;;40;13ХФА;К48;техническая вода;requires_project_and_passport;;;False;True;У;ГОСТ 20295-85;ГОСТ 20295-85;41;pcs;True
SYN-REG-CARD-000134;MTR-SYN-REG-000134;KSM-SYN-REG-000134;труба;электросварная прямошовная;Труба электросварная прямошовная 219x8 09Г2С;Труба электросварная прямошовная 219x8 09Г2С;200;219;8;;;;160;09Г2С;К52;коррозионно-активная среда;requires_tu_lnd_passport;;;;False;У;ГОСТ 20295-85;ГОСТ 20295-85;52;pcs;True
SYN-REG-CARD-000135;MTR-SYN-REG-000135;KSM-SYN-REG-000135;труба;электросварная прямошовная;Труба электросварная прямошовная 159x6 13ХФА;Труба электросварная прямошовная 159x6 13ХФА;150;159;6;;;;16;13ХФА;К48;газ с H2S и CO2;requires_tu_lnd_passport;;;False;True;У;ГОСТ 20295-85;ГОСТ 20295-85;78;pcs;True
SYN-REG-CARD-000136;MTR-SYN-REG-000136;KSM-SYN-REG-000136;труба;электросварная спиральношовная;Труба электросварная спиральношовная 530x10 20;Труба электросварная спиральношовная 530x10 20;500;530;10;;;;100;20;К52;природный газ;requires_project_and_passport;;;False;True;У;ГОСТ 20295-85;ГОСТ 20295-85;15;pcs;True
SYN-REG-CARD-000137;MTR-SYN-REG-000137;KSM-SYN-REG-000137;труба;электросварная спиральношовная;Труба электросварная спиральношовная 820x14 09Г2С;Труба электросварная спиральношовная 820x14 09Г2С;800;820;14;;;;100;09Г2С;К56;газ с CO2;requires_tu_lnd_passport;;;True;False;УХЛ;ГОСТ 20295-85;ГОСТ 20295-85;0;pcs;True
SYN-REG-CARD-000138;MTR-SYN-REG-000138;KSM-SYN-REG-000138;труба;электросварная спиральношовная;Труба электросварная спиральношовная 630x12 09Г2С;Труба электросварная спиральношовная 630x12 09Г2С;600;630;12;;;;40;09Г2С;К42;газ с CO2;requires_tu_lnd_passport;;;False;False;ХЛ;ГОСТ 20295-85;ГОСТ 20295-85;14;pcs;True
SYN-REG-CARD-000139;MTR-SYN-REG-000139;KSM-SYN-REG-000139;труба;электросварная спиральношовная;Труба электросварная спиральношовная 1020x16 09Г2С;Труба электросварная спиральношовная 1020x16 09Г2С;1000;1020;16;;;;40;09Г2С;К56;техническая вода;requires_project_and_passport;;;True;True;ХЛ;ГОСТ 20295-85;ГОСТ 20295-85;71;pcs;True
SYN-REG-CARD-000140;MTR-SYN-REG-000140;KSM-SYN-REG-000140;труба;электросварная прямошовная;Труба электросварная прямошовная 325x8 20;Труба электросварная прямошовная 325x8 20;300;325;8;;;;16;20;К56;нефть;requires_project_and_passport;;;;True;УХЛ;ГОСТ 20295-85;ГОСТ 20295-85;75;pcs;True
SYN-REG-CARD-000141;MTR-SYN-REG-000141;KSM-SYN-REG-000141;труба;электросварная спиральношовная;Труба электросварная спиральношовная 426x10 20;Труба электросварная спиральношовная 426x10 20;400;426;10;;;;100;20;К48;газ с H2S и CO2;requires_tu_lnd_passport;;;;True;У;ГОСТ 20295-85;ГОСТ 20295-85;67;pcs;True
SYN-REG-CARD-000142;MTR-SYN-REG-000142;KSM-SYN-REG-000142;труба;электросварная прямошовная;Труба электросварная прямошовная 325x8 09Г2С;Труба электросварная прямошовная 325x8 09Г2С;300;325;8;;;;40;09Г2С;К48;газ с H2S;requires_tu_lnd_passport;;;False;False;ХЛ;ГОСТ 20295-85;ГОСТ 20295-85;80;pcs;True
SYN-REG-CARD-000143;MTR-SYN-REG-000143;KSM-SYN-REG-000143;труба;электросварная спиральношовная;Труба электросварная спиральношовная 820x14 09ГСФ;Труба электросварная спиральношовная 820x14 09ГСФ;800;820;14;;;;63;09ГСФ;К56;нефть;requires_project_and_passport;;;;True;ХЛ;ГОСТ 20295-85;ГОСТ 20295-85;1;pcs;True
SYN-REG-CARD-000144;MTR-SYN-REG-000144;KSM-SYN-REG-000144;труба;электросварная спиральношовная;Труба электросварная спиральношовная 820x14 20;Труба электросварная спиральношовная 820x14 20;800;820;14;;;;63;20;К42;коррозионно-активная среда;requires_tu_lnd_passport;;;True;False;ХЛ;ГОСТ 20295-85;ГОСТ 20295-85;33;pcs;True
SYN-REG-CARD-000145;MTR-SYN-REG-000145;KSM-SYN-REG-000145;труба;электросварная спиральношовная;Труба электросварная спиральношовная 530x10 09ГСФ;Труба электросварная спиральношовная 530x10 09ГСФ;500;530;10;;;;160;09ГСФ;К52;газ с CO2;requires_tu_lnd_passport;;;True;True;УХЛ;ГОСТ 20295-85;ГОСТ 20295-85;17;pcs;True
SYN-REG-CARD-000146;MTR-SYN-REG-000146;KSM-SYN-REG-000146;труба;электросварная спиральношовная;Труба электросварная спиральношовная 720x12 13ХФА;Труба электросварная спиральношовная 720x12 13ХФА;700;720;12;;;;63;13ХФА;К42;газ с H2S и CO2;requires_tu_lnd_passport;;;True;True;ХЛ;ГОСТ 20295-85;ГОСТ 20295-85;2;pcs;True
SYN-REG-CARD-000147;MTR-SYN-REG-000147;KSM-SYN-REG-000147;труба;электросварная прямошовная;Труба электросварная прямошовная 530x10 09ГСФ;Труба электросварная прямошовная 530x10 09ГСФ;500;530;10;;;;16;09ГСФ;К56;коррозионно-активная среда;requires_tu_lnd_passport;;;False;;УХЛ;ГОСТ 20295-85;ГОСТ 20295-85;8;pcs;True
SYN-REG-CARD-000148;MTR-SYN-REG-000148;KSM-SYN-REG-000148;труба;электросварная прямошовная;Труба электросварная прямошовная 720x12 09Г2С;Труба электросварная прямошовная 720x12 09Г2С;700;720;12;;;;25;09Г2С;К52;техническая вода;requires_project_and_passport;;;False;True;УХЛ;ГОСТ 20295-85;ГОСТ 20295-85;40;pcs;True
SYN-REG-CARD-000149;MTR-SYN-REG-000149;KSM-SYN-REG-000149;труба;электросварная спиральношовная;Труба электросварная спиральношовная 530x10 13ХФА;Труба электросварная спиральношовная 530x10 13ХФА;500;530;10;;;;16;13ХФА;К48;газ с CO2;requires_tu_lnd_passport;;;False;;УХЛ;ГОСТ 20295-85;ГОСТ 20295-85;4;pcs;True
SYN-REG-CARD-000150;MTR-SYN-REG-000150;KSM-SYN-REG-000150;труба;электросварная прямошовная;Труба электросварная прямошовная 530x10 20;Труба электросварная прямошовная 530x10 20;500;530;10;;;;16;20;К48;газ с H2S;requires_tu_lnd_passport;;;;True;УХЛ;ГОСТ 20295-85;ГОСТ 20295-85;49;pcs;True
SYN-REG-CARD-000151;MTR-SYN-REG-000151;KSM-SYN-REG-000151;труба;электросварная спиральношовная;Труба электросварная спиральношовная 1020x16 09ГСФ;Труба электросварная спиральношовная 1020x16 09ГСФ;1000;1020;16;;;;16;09ГСФ;К48;коррозионно-активная среда;requires_tu_lnd_passport;;;False;True;ХЛ;ГОСТ 20295-85;ГОСТ 20295-85;72;pcs;True
SYN-REG-CARD-000152;MTR-SYN-REG-000152;KSM-SYN-REG-000152;труба;электросварная прямошовная;Труба электросварная прямошовная 325x8 20;Труба электросварная прямошовная 325x8 20;300;325;8;;;;16;20;К56;техническая вода;requires_project_and_passport;;;True;True;У;ГОСТ 20295-85;ГОСТ 20295-85;38;pcs;True
SYN-REG-CARD-000153;MTR-SYN-REG-000153;KSM-SYN-REG-000153;труба;электросварная спиральношовная;Труба электросварная спиральношовная 219x8 09ГСФ;Труба электросварная спиральношовная 219x8 09ГСФ;200;219;8;;;;25;09ГСФ;К48;газ с CO2;requires_tu_lnd_passport;;;False;True;У;ГОСТ 20295-85;ГОСТ 20295-85;21;pcs;True
SYN-REG-CARD-000154;MTR-SYN-REG-000154;KSM-SYN-REG-000154;труба;электросварная прямошовная;Труба электросварная прямошовная 630x12 13ХФА;Труба электросварная прямошовная 630x12 13ХФА;600;630;12;;;;100;13ХФА;К48;газ с CO2;requires_tu_lnd_passport;;;;False;У;ГОСТ 20295-85;ГОСТ 20295-85;39;pcs;True
SYN-REG-CARD-000155;MTR-SYN-REG-000155;KSM-SYN-REG-000155;труба;электросварная спиральношовная;Труба электросварная спиральношовная 630x12 09Г2С;Труба электросварная спиральношовная 630x12 09Г2С;600;630;12;;;;63;09Г2С;К42;газ с H2S и CO2;requires_tu_lnd_passport;;;False;;ХЛ;ГОСТ 20295-85;ГОСТ 20295-85;74;pcs;True
SYN-REG-CARD-000156;MTR-SYN-REG-000156;KSM-SYN-REG-000156;труба;электросварная спиральношовная;Труба электросварная спиральношовная 630x12 13ХФА;Труба электросварная спиральношовная 630x12 13ХФА;600;630;12;;;;25;13ХФА;К52;техническая вода;requires_project_and_passport;;;True;False;ХЛ;ГОСТ 20295-85;ГОСТ 20295-85;5;pcs;True
SYN-REG-CARD-000157;MTR-SYN-REG-000157;KSM-SYN-REG-000157;труба;электросварная спиральношовная;Труба электросварная спиральношовная 426x10 20;Труба электросварная спиральношовная 426x10 20;400;426;10;;;;160;20;К48;газ с CO2;requires_tu_lnd_passport;;;False;True;ХЛ;ГОСТ 20295-85;ГОСТ 20295-85;14;pcs;True
SYN-REG-CARD-000158;MTR-SYN-REG-000158;KSM-SYN-REG-000158;труба;электросварная спиральношовная;Труба электросварная спиральношовная 530x10 09ГСФ;Труба электросварная спиральношовная 530x10 09ГСФ;500;530;10;;;;63;09ГСФ;К42;природный газ;requires_project_and_passport;;;False;True;У;ГОСТ 20295-85;ГОСТ 20295-85;68;pcs;True
SYN-REG-CARD-000159;MTR-SYN-REG-000159;KSM-SYN-REG-000159;труба;электросварная прямошовная;Труба электросварная прямошовная 426x10 20;Труба электросварная прямошовная 426x10 20;400;426;10;;;;100;20;К48;природный газ;requires_project_and_passport;;;True;True;УХЛ;ГОСТ 20295-85;ГОСТ 20295-85;46;pcs;True
SYN-REG-CARD-000160;MTR-SYN-REG-000160;KSM-SYN-REG-000160;труба;электросварная прямошовная;Труба электросварная прямошовная 530x10 20;Труба электросварная прямошовная 530x10 20;500;530;10;;;;16;20;К48;газ с H2S;requires_tu_lnd_passport;;;True;False;УХЛ;ГОСТ 20295-85;ГОСТ 20295-85;41;pcs;True
SYN-REG-CARD-000161;MTR-SYN-REG-000161;KSM-SYN-REG-000161;труба;электросварная спиральношовная;Труба электросварная спиральношовная 219x8 20;Труба электросварная спиральношовная 219x8 20;200;219;8;;;;16;20;К48;природный газ;requires_project_and_passport;;;;True;УХЛ;ГОСТ 20295-85;ГОСТ 20295-85;3;pcs;True
SYN-REG-CARD-000162;MTR-SYN-REG-000162;KSM-SYN-REG-000162;труба;электросварная прямошовная;Труба электросварная прямошовная 530x10 09Г2С;Труба электросварная прямошовная 530x10 09Г2С;500;530;10;;;;40;09Г2С;К52;газ с H2S и CO2;requires_tu_lnd_passport;;;;False;УХЛ;ГОСТ 20295-85;ГОСТ 20295-85;47;pcs;True
SYN-REG-CARD-000163;MTR-SYN-REG-000163;KSM-SYN-REG-000163;труба;электросварная спиральношовная;Труба электросварная спиральношовная 159x6 09ГСФ;Труба электросварная спиральношовная 159x6 09ГСФ;150;159;6;;;;25;09ГСФ;К48;газ с H2S;requires_tu_lnd_passport;;;False;False;ХЛ;ГОСТ 20295-85;ГОСТ 20295-85;33;pcs;True
SYN-REG-CARD-000164;MTR-SYN-REG-000164;KSM-SYN-REG-000164;труба;электросварная спиральношовная;Труба электросварная спиральношовная 159x6 20;Труба электросварная спиральношовная 159x6 20;150;159;6;;;;63;20;К56;газ с H2S и CO2;requires_tu_lnd_passport;;;False;True;УХЛ;ГОСТ 20295-85;ГОСТ 20295-85;67;pcs;True
SYN-REG-CARD-000165;MTR-SYN-REG-000165;KSM-SYN-REG-000165;труба;электросварная прямошовная;Труба электросварная прямошовная 530x10 09ГСФ;Труба электросварная прямошовная 530x10 09ГСФ;500;530;10;;;;40;09ГСФ;К48;коррозионно-активная среда;requires_tu_lnd_passport;;;False;False;ХЛ;ГОСТ 20295-85;ГОСТ 20295-85;8;pcs;True
SYN-REG-CARD-000166;MTR-SYN-REG-000166;KSM-SYN-REG-000166;труба;электросварная прямошовная;Труба электросварная прямошовная 325x8 13ХФА;Труба электросварная прямошовная 325x8 13ХФА;300;325;8;;;;100;13ХФА;К52;техническая вода;requires_project_and_passport;;;False;True;УХЛ;ГОСТ 20295-85;ГОСТ 20295-85;80;pcs;True
SYN-REG-CARD-000167;MTR-SYN-REG-000167;KSM-SYN-REG-000167;труба;электросварная прямошовная;Труба электросварная прямошовная 530x10 20;Труба электросварная прямошовная 530x10 20;500;530;10;;;;40;20;К52;коррозионно-активная среда;requires_tu_lnd_passport;;;False;True;УХЛ;ГОСТ 20295-85;ГОСТ 20295-85;44;pcs;True
SYN-REG-CARD-000168;MTR-SYN-REG-000168;KSM-SYN-REG-000168;труба;электросварная прямошовная;Труба электросварная прямошовная 820x14 20;Труба электросварная прямошовная 820x14 20;800;820;14;;;;100;20;К48;техническая вода;requires_project_and_passport;;;;False;У;ГОСТ 20295-85;ГОСТ 20295-85;74;pcs;True
SYN-REG-CARD-000169;MTR-SYN-REG-000169;KSM-SYN-REG-000169;труба;электросварная прямошовная;Труба электросварная прямошовная 530x10 13ХФА;Труба электросварная прямошовная 530x10 13ХФА;500;530;10;;;;160;13ХФА;К42;природный газ;requires_project_and_passport;;;False;False;ХЛ;ГОСТ 20295-85;ГОСТ 20295-85;50;pcs;True
SYN-REG-CARD-000170;MTR-SYN-REG-000170;KSM-SYN-REG-000170;труба;электросварная прямошовная;Труба электросварная прямошовная 530x10 20;Труба электросварная прямошовная 530x10 20;500;530;10;;;;25;20;К56;газ с CO2;requires_tu_lnd_passport;;;False;True;ХЛ;ГОСТ 20295-85;ГОСТ 20295-85;65;pcs;True
SYN-REG-CARD-000171;MTR-SYN-REG-000171;KSM-SYN-REG-000171;труба;электросварная прямошовная;Труба электросварная прямошовная 159x6 09ГСФ;Труба электросварная прямошовная 159x6 09ГСФ;150;159;6;;;;25;09ГСФ;К56;природный газ;requires_project_and_passport;;;False;True;У;ГОСТ 20295-85;ГОСТ 20295-85;9;pcs;True
SYN-REG-CARD-000172;MTR-SYN-REG-000172;KSM-SYN-REG-000172;труба;электросварная спиральношовная;Труба электросварная спиральношовная 219x8 20;Труба электросварная спиральношовная 219x8 20;200;219;8;;;;25;20;К42;техническая вода;requires_project_and_passport;;;False;True;УХЛ;ГОСТ 20295-85;ГОСТ 20295-85;80;pcs;True
SYN-REG-CARD-000173;MTR-SYN-REG-000173;KSM-SYN-REG-000173;труба;электросварная прямошовная;Труба электросварная прямошовная 426x10 09Г2С;Труба электросварная прямошовная 426x10 09Г2С;400;426;10;;;;160;09Г2С;К42;коррозионно-активная среда;requires_tu_lnd_passport;;;True;True;У;ГОСТ 20295-85;ГОСТ 20295-85;9;pcs;True
SYN-REG-CARD-000174;MTR-SYN-REG-000174;KSM-SYN-REG-000174;труба;электросварная прямошовная;Труба электросварная прямошовная 820x14 20;Труба электросварная прямошовная 820x14 20;800;820;14;;;;40;20;К56;природный газ;requires_project_and_passport;;;True;True;У;ГОСТ 20295-85;ГОСТ 20295-85;53;pcs;True
SYN-REG-CARD-000175;MTR-SYN-REG-000175;KSM-SYN-REG-000175;труба;электросварная прямошовная;Труба электросварная прямошовная 219x8 09Г2С;Труба электросварная прямошовная 219x8 09Г2С;200;219;8;;;;100;09Г2С;К52;коррозионно-активная среда;requires_tu_lnd_passport;;;True;True;ХЛ;ГОСТ 20295-85;ГОСТ 20295-85;29;pcs;True
SYN-REG-CARD-000176;MTR-SYN-REG-000176;KSM-SYN-REG-000176;труба;электросварная прямошовная;Труба электросварная прямошовная 426x10 09ГСФ;Труба электросварная прямошовная 426x10 09ГСФ;400;426;10;;;;63;09ГСФ;К56;газ с H2S;requires_tu_lnd_passport;;;True;True;ХЛ;ГОСТ 20295-85;ГОСТ 20295-85;33;pcs;True
SYN-REG-CARD-000177;MTR-SYN-REG-000177;KSM-SYN-REG-000177;труба;электросварная спиральношовная;Труба электросварная спиральношовная 1020x16 09Г2С;Труба электросварная спиральношовная 1020x16 09Г2С;1000;1020;16;;;;160;09Г2С;К56;природный газ;requires_project_and_passport;;;True;;УХЛ;ГОСТ 20295-85;ГОСТ 20295-85;77;pcs;True
SYN-REG-CARD-000178;MTR-SYN-REG-000178;KSM-SYN-REG-000178;труба;электросварная спиральношовная;Труба электросварная спиральношовная 820x14 09Г2С;Труба электросварная спиральношовная 820x14 09Г2С;800;820;14;;;;16;09Г2С;К48;газ с H2S;requires_tu_lnd_passport;;;False;False;ХЛ;ГОСТ 20295-85;ГОСТ 20295-85;70;pcs;True
SYN-REG-CARD-000179;MTR-SYN-REG-000179;KSM-SYN-REG-000179;труба;электросварная прямошовная;Труба электросварная прямошовная 426x10 13ХФА;Труба электросварная прямошовная 426x10 13ХФА;400;426;10;;;;63;13ХФА;К56;газ с H2S;requires_tu_lnd_passport;;;True;True;УХЛ;ГОСТ 20295-85;ГОСТ 20295-85;3;pcs;True
SYN-REG-CARD-000180;MTR-SYN-REG-000180;KSM-SYN-REG-000180;труба;электросварная спиральношовная;Труба электросварная спиральношовная 426x10 09Г2С;Труба электросварная спиральношовная 426x10 09Г2С;400;426;10;;;;63;09Г2С;К48;природный газ;requires_project_and_passport;;;False;True;У;ГОСТ 20295-85;ГОСТ 20295-85;61;pcs;True
SYN-REG-CARD-000181;MTR-SYN-REG-000181;KSM-SYN-REG-000181;труба;электросварная прямошовная;Труба электросварная прямошовная 820x14 09ГСФ;Труба электросварная прямошовная 820x14 09ГСФ;800;820;14;;;;40;09ГСФ;К52;газ с H2S;requires_tu_lnd_passport;;;False;True;У;ГОСТ 20295-85;ГОСТ 20295-85;31;pcs;True
SYN-REG-CARD-000182;MTR-SYN-REG-000182;KSM-SYN-REG-000182;труба;электросварная спиральношовная;Труба электросварная спиральношовная 820x14 09Г2С;Труба электросварная спиральношовная 820x14 09Г2С;800;820;14;;;;40;09Г2С;К48;газ с H2S;requires_tu_lnd_passport;;;;True;ХЛ;ГОСТ 20295-85;ГОСТ 20295-85;8;pcs;True
SYN-REG-CARD-000183;MTR-SYN-REG-000183;KSM-SYN-REG-000183;труба;электросварная прямошовная;Труба электросварная прямошовная 820x14 13ХФА;Труба электросварная прямошовная 820x14 13ХФА;800;820;14;;;;16;13ХФА;К52;нефть;requires_project_and_passport;;;True;True;У;ГОСТ 20295-85;ГОСТ 20295-85;65;pcs;True
SYN-REG-CARD-000184;MTR-SYN-REG-000184;KSM-SYN-REG-000184;труба;электросварная спиральношовная;Труба электросварная спиральношовная 1020x16 20;Труба электросварная спиральношовная 1020x16 20;1000;1020;16;;;;100;20;К48;газ с H2S и CO2;requires_tu_lnd_passport;;;;False;ХЛ;ГОСТ 20295-85;ГОСТ 20295-85;32;pcs;True
SYN-REG-CARD-000185;MTR-SYN-REG-000185;KSM-SYN-REG-000185;труба;электросварная спиральношовная;Труба электросварная спиральношовная 219x8 09ГСФ;Труба электросварная спиральношовная 219x8 09ГСФ;200;219;8;;;;100;09ГСФ;К52;газ с H2S и CO2;requires_tu_lnd_passport;;;False;True;ХЛ;ГОСТ 20295-85;ГОСТ 20295-85;40;pcs;True
SYN-REG-CARD-000186;MTR-SYN-REG-000186;KSM-SYN-REG-000186;труба;электросварная спиральношовная;Труба электросварная спиральношовная 630x12 09ГСФ;Труба электросварная спиральношовная 630x12 09ГСФ;600;630;12;;;;40;09ГСФ;К48;газ с H2S;requires_tu_lnd_passport;;;;False;У;ГОСТ 20295-85;ГОСТ 20295-85;18;pcs;True
SYN-REG-CARD-000187;MTR-SYN-REG-000187;KSM-SYN-REG-000187;труба;электросварная прямошовная;Труба электросварная прямошовная 159x6 09ГСФ;Труба электросварная прямошовная 159x6 09ГСФ;150;159;6;;;;63;09ГСФ;К42;газ с H2S;requires_tu_lnd_passport;;;False;False;УХЛ;ГОСТ 20295-85;ГОСТ 20295-85;15;pcs;True
SYN-REG-CARD-000188;MTR-SYN-REG-000188;KSM-SYN-REG-000188;труба;электросварная прямошовная;Труба электросварная прямошовная 820x14 09Г2С;Труба электросварная прямошовная 820x14 09Г2С;800;820;14;;;;25;09Г2С;К42;газ с H2S;requires_tu_lnd_passport;;;;;У;ГОСТ 20295-85;ГОСТ 20295-85;67;pcs;True
SYN-REG-CARD-000189;MTR-SYN-REG-000189;KSM-SYN-REG-000189;труба;электросварная прямошовная;Труба электросварная прямошовная 325x8 09Г2С;Труба электросварная прямошовная 325x8 09Г2С;300;325;8;;;;40;09Г2С;К48;техническая вода;requires_project_and_passport;;;False;True;У;ГОСТ 20295-85;ГОСТ 20295-85;8;pcs;True
SYN-REG-CARD-000190;MTR-SYN-REG-000190;KSM-SYN-REG-000190;труба;электросварная прямошовная;Труба электросварная прямошовная 426x10 20;Труба электросварная прямошовная 426x10 20;400;426;10;;;;25;20;К48;коррозионно-активная среда;requires_tu_lnd_passport;;;;True;УХЛ;ГОСТ 20295-85;ГОСТ 20295-85;6;pcs;True
SYN-REG-CARD-000191;MTR-SYN-REG-000191;KSM-SYN-REG-000191;труба;электросварная спиральношовная;Труба электросварная спиральношовная 219x8 20;Труба электросварная спиральношовная 219x8 20;200;219;8;;;;25;20;К52;коррозионно-активная среда;requires_tu_lnd_passport;;;True;True;ХЛ;ГОСТ 20295-85;ГОСТ 20295-85;56;pcs;True
SYN-REG-CARD-000192;MTR-SYN-REG-000192;KSM-SYN-REG-000192;труба;электросварная прямошовная;Труба электросварная прямошовная 219x8 09Г2С;Труба электросварная прямошовная 219x8 09Г2С;200;219;8;;;;40;09Г2С;К42;природный газ;requires_project_and_passport;;;False;True;У;ГОСТ 20295-85;ГОСТ 20295-85;74;pcs;True
SYN-REG-CARD-000193;MTR-SYN-REG-000193;KSM-SYN-REG-000193;труба;электросварная спиральношовная;Труба электросварная спиральношовная 1020x16 13ХФА;Труба электросварная спиральношовная 1020x16 13ХФА;1000;1020;16;;;;160;13ХФА;К56;коррозионно-активная среда;requires_tu_lnd_passport;;;False;False;У;ГОСТ 20295-85;ГОСТ 20295-85;69;pcs;True
SYN-REG-CARD-000194;MTR-SYN-REG-000194;KSM-SYN-REG-000194;труба;электросварная спиральношовная;Труба электросварная спиральношовная 426x10 13ХФА;Труба электросварная спиральношовная 426x10 13ХФА;400;426;10;;;;100;13ХФА;К52;техническая вода;requires_project_and_passport;;;True;True;У;ГОСТ 20295-85;ГОСТ 20295-85;65;pcs;True
SYN-REG-CARD-000195;MTR-SYN-REG-000195;KSM-SYN-REG-000195;труба;электросварная спиральношовная;Труба электросварная спиральношовная 820x14 13ХФА;Труба электросварная спиральношовная 820x14 13ХФА;800;820;14;;;;160;13ХФА;К52;газ с H2S;requires_tu_lnd_passport;;;False;;У;ГОСТ 20295-85;ГОСТ 20295-85;42;pcs;True
SYN-REG-CARD-000196;MTR-SYN-REG-000196;KSM-SYN-REG-000196;труба;электросварная спиральношовная;Труба электросварная спиральношовная 630x12 09Г2С;Труба электросварная спиральношовная 630x12 09Г2С;600;630;12;;;;25;09Г2С;К56;газ с CO2;requires_tu_lnd_passport;;;True;True;У;ГОСТ 20295-85;ГОСТ 20295-85;9;pcs;True
SYN-REG-CARD-000197;MTR-SYN-REG-000197;KSM-SYN-REG-000197;труба;электросварная прямошовная;Труба электросварная прямошовная 426x10 09ГСФ;Труба электросварная прямошовная 426x10 09ГСФ;400;426;10;;;;100;09ГСФ;К42;коррозионно-активная среда;requires_tu_lnd_passport;;;False;;УХЛ;ГОСТ 20295-85;ГОСТ 20295-85;32;pcs;True
